商店ID,门店所在城市,渠道,性别群体,年龄群体,产品类别,客户数量,销售金额,订单数量,购买的产品数量,成本,单价,利润,订单日期,星期
802,西安,线下,女,35-39,T恤,1,79,1,1,49,79,30,2023年8月28日,星期一
802,西安,线下,男,25-29,当季新品,1,58.44,1,1,59,58,-0.56,2023年8月28日,星期一
802,西安,线下,女,35-39,T恤,6,798.02,6,7,49,114,455.02,2023年8月29日,星期二
802,西安,线下,男,20-24,当季新品,2,398,2,2,59,199,280,2023年8月29日,星期二
802,西安,线下,男,20-24,当季新品,1,79,1,1,59,79,20,2023年8月6日,星期日
802,西安,线下,女,30-34,毛衣,2,348,2,2,99,174,150,2023年8月7日,星期一
802,西安,线下,男,45-49,T恤,1,99,1,1,49,99,50,2023年8月12日,星期六
802,西安,线下,男,25-29,T恤,1,99,1,1,49,99,50,2023年8月12日,星期六
802,西安,线下,女,35-39,袜子,1,20,1,1,9,20,11,2023年8月13日,星期日
802,西安,线下,男,>=60,当季新品,2,398,2,2,59,199,280,2023年8月13日,星期日
802,西安,线下,男,20-24,T恤,2,198,2,2,49,99,100,2023年8月18日,星期五
802,西安,线下,女,20-24,配件,1,199,1,1,29,199,170,2023年8月18日,星期五
802,西安,线下,女,55-59,T恤,1,59,1,1,49,59,10,2023年8月19日,星期六
802,西安,线下,男,35-39,当季新品,1,79,1,1,59,79,20,2023年8月25日,星期五
802,西安,线下,女,20-24,配件,1,99,1,1,29,99,70,2023年8月26日,星期六
802,西安,线下,男,20-24,短裤,1,40,1,1,19,40,21,2023年8月27日,星期日
802,西安,线下,男,40-44,袜子,1,39,1,1,9,39,30,2023年8月27日,星期日
802,西安,线下,女,30-34,袜子,2,46,2,2,9,23,28,2023年8月29日,星期二
802,西安,线下,女,40-44,当季新品,1,158,1,2,59,79,40,2023年8月1日,星期二
802,西安,线下,女,30-34,配件,2,78,2,2,29,39,20,2023年8月8日,星期二
802,西安,线下,男,45-49,T恤,1,79,1,1,49,79,30,2023年8月25日,星期五
802,西安,线下,女,30-34,T恤,8,367,8,8,49,46,-25,2023年8月27日,星期日
802,西安,线下,男,20-24,当季新品,1,199,1,1,59,199,140,2023年8月28日,星期一
802,西安,线下,女,<20,T恤,1,79,1,1,49,79,30,2023年8月5日,星期六
802,西安,线下,男,35-39,短裤,2,66,2,2,19,33,28,2023年8月13日,星期日
802,西安,线下,男,25-29,配件,3,376,3,4,29,94,260,2023年8月13日,星期日
802,西安,线下,女,30-34,T恤,1,99,1,1,49,99,50,2023年8月18日,星期五
802,西安,线下,女,20-24,配件,1,139.35,1,1,29,139,110.35,2023年8月19日,星期六
802,西安,线下,女,35-39,当季新品,1,79,1,1,59,79,20,2023年8月20日,星期日
802,西安,线下,女,35-39,配件,1,79,1,1,29,79,50,2023年8月22日,星期二
802,西安,线下,男,35-39,T恤,1,154,1,2,49,77,56,2023年8月22日,星期二
802,西安,线下,男,<20,当季新品,1,110.64,1,2,59,55,-7.36,2023年8月28日,星期一
802,西安,线下,男,20-24,当季新品,1,79,1,1,59,79,20,2023年8月1日,星期二
802,西安,线下,女,30-34,T恤,1,73.28,1,1,49,73,24.28,2023年8月1日,星期二
802,西安,线下,女,30-34,T恤,1,59,1,1,49,59,10,2023年8月4日,星期五
802,西安,线下,女,20-24,T恤,1,59,1,1,49,59,10,2023年8月8日,星期二
802,西安,线下,女,35-39,T恤,1,59,1,1,49,59,10,2023年8月11日,星期五
802,西安,线下,女,50-54,当季新品,1,112.56,1,2,59,56,-5.44,2023年8月11日,星期五
802,西安,线下,女,40-44,T恤,1,99,1,1,49,99,50,2023年8月12日,星期六
802,西安,线下,男,<20,T恤,1,79,1,1,49,79,30,2023年8月19日,星期六
802,西安,线下,女,40-44,配件,1,79,1,1,29,79,50,2023年8月20日,星期日
802,西安,线下,男,>=60,T恤,1,99,1,1,49,99,50,2023年8月20日,星期日
802,西安,线下,女,35-39,运动,1,59,1,1,49,59,10,2023年8月21日,星期一
802,西安,线下,男,50-54,当季新品,1,79,1,1,59,79,20,2023年8月22日,星期二
802,西安,线下,女,30-34,T恤,1,79,1,1,49,79,30,2023年8月25日,星期五
802,西安,线下,女,30-34,T恤,1,79,1,1,49,79,30,2023年8月25日,星期五
802,西安,线下,女,30-34,当季新品,1,79,1,1,59,79,20,2023年8月26日,星期六
802,西安,线下,男,>=60,T恤,1,79,1,1,49,79,30,2023年8月26日,星期六
802,西安,线下,男,<20,T恤,1,99,1,1,49,99,50,2023年8月27日,星期日
802,西安,线下,女,30-34,毛衣,1,99,1,1,99,99,0,2023年8月28日,星期一
802,西安,线下,男,25-29,T恤,1,59,1,1,49,59,10,2023年8月29日,星期二
802,西安,线下,男,30-34,T恤,1,79,1,1,49,79,30,2023年8月4日,星期五
802,西安,线下,女,25-29,牛仔裤,1,39,1,1,69,39,-30,2023年8月6日,星期日
802,西安,线下,女,20-24,T恤,1,99,1,1,49,99,50,2023年8月6日,星期日
802,西安,线下,女,35-39,裙子,1,99,1,1,59,99,40,2023年8月12日,星期六
802,西安,线下,女,55-59,毛衣,1,199,1,1,99,199,100,2023年8月12日,星期六
802,西安,线下,女,20-24,配件,5,465.32,5,5,29,93,320.32,2023年8月12日,星期六
802,西安,线下,女,35-39,T恤,3,197,3,3,49,66,50,2023年8月13日,星期日
802,西安,线下,男,50-54,T恤,1,99,1,1,49,99,50,2023年8月13日,星期日
802,西安,线下,女,35-39,袜子,1,39,1,1,9,39,30,2023年8月18日,星期五
802,西安,线下,男,30-34,当季新品,1,129,1,1,59,129,70,2023年8月19日,星期六
802,西安,线下,男,20-24,T恤,1,99,1,1,49,99,50,2023年8月21日,星期一
802,西安,线下,男,30-34,短裤,1,79,1,1,19,79,60,2023年8月22日,星期二
802,西安,线下,女,<20,配件,1,99,1,1,29,99,70,2023年8月25日,星期五
802,西安,线下,男,>=60,牛仔裤,1,59,1,1,69,59,-10,2023年8月29日,星期二
802,西安,线下,女,35-39,毛衣,1,199,1,1,99,199,100,2023年8月5日,星期六
796,深圳,线下,女,35-39,袜子,1,79,1,1,9,79,70,2023年8月6日,星期日
796,深圳,线下,女,30-34,T恤,11,666,11,14,49,48,-20,2023年8月7日,星期一
796,深圳,线下,女,40-44,T恤,1,59,1,1,49,59,10,2023年8月11日,星期五
796,深圳,线下,女,35-39,短裤,1,40,1,1,19,40,21,2023年8月12日,星期六
796,深圳,线下,男,>=60,T恤,1,118,1,2,49,59,20,2023年8月12日,星期六
796,深圳,线下,女,40-44,牛仔裤,2,78,2,2,69,39,-60,2023年8月12日,星期六
796,深圳,线下,男,20-24,T恤,1,79,1,1,49,79,30,2023年8月13日,星期日
796,深圳,线下,女,30-34,牛仔裤,1,118,1,2,69,59,-20,2023年8月20日,星期日
796,深圳,线下,女,35-39,T恤,3,137,3,3,49,46,-10,2023年8月29日,星期二
796,深圳,线下,男,30-34,T恤,1,99,1,1,49,99,50,2023年8月1日,星期二
796,深圳,线下,女,20-24,T恤,2,297,2,3,49,99,150,2023年8月1日,星期二
796,深圳,线下,男,35-39,当季新品,1,156,1,2,59,78,38,2023年8月6日,星期日
796,深圳,线下,男,20-24,毛衣,1,149,1,1,99,149,50,2023年8月8日,星期二
796,深圳,线下,男,>=60,T恤,1,99,1,1,49,99,50,2023年8月8日,星期二
796,深圳,线下,女,25-29,牛仔裤,1,59,1,1,69,59,-10,2023年8月11日,星期五
796,深圳,线下,女,30-34,T恤,1,59,1,1,49,59,10,2023年8月11日,星期五
796,深圳,线下,男,>=60,T恤,1,79,1,1,49,79,30,2023年8月12日,星期六
796,深圳,线下,女,30-34,T恤,1,79,1,1,49,79,30,2023年8月12日,星期六
796,深圳,线下,男,30-34,袜子,1,27,1,1,9,27,18,2023年8月13日,星期日
796,深圳,线下,女,50-54,当季新品,1,36,1,1,59,36,-23,2023年8月13日,星期日
796,深圳,线下,女,40-44,当季新品,1,99,1,1,59,99,40,2023年8月14日,星期一
796,深圳,线下,女,20-24,牛仔裤,1,149,1,1,69,149,80,2023年8月18日,星期五
796,深圳,线下,男,45-49,T恤,1,79,1,1,49,79,30,2023年8月18日,星期五
796,深圳,线下,女,25-29,当季新品,1,79,1,1,59,79,20,2023年8月20日,星期日
796,深圳,线下,女,55-59,配件,1,79,1,1,29,79,50,2023年8月20日,星期日
796,深圳,线下,男,45-49,运动,1,39,1,1,49,39,-10,2023年8月21日,星期一
796,深圳,线下,女,55-59,当季新品,1,59,1,1,59,59,0,2023年8月21日,星期一
796,深圳,线下,女,50-54,T恤,1,199,1,1,49,199,150,2023年8月25日,星期五
796,深圳,线下,男,30-34,袜子,1,49,1,1,9,49,40,2023年8月25日,星期五
796,深圳,线下,女,35-39,T恤,1,79,1,1,49,79,30,2023年8月27日,星期日
796,深圳,线下,男,45-49,毛衣,1,99,1,1,99,99,0,2023年8月27日,星期日
796,深圳,线下,女,35-39,当季新品,1,59,1,1,59,59,0,2023年8月28日,星期一
796,深圳,线下,女,55-59,T恤,1,79,1,1,49,79,30,2023年8月1日,星期二
796,深圳,线下,男,>=60,运动,1,99,1,1,49,99,50,2023年8月1日,星期二
796,深圳,线下,男,25-29,T恤,1,99,1,1,49,99,50,2023年8月7日,星期一
796,深圳,线下,女,40-44,配件,1,99,1,1,29,99,70,2023年8月7日,星期一
796,深圳,线下,女,25-29,T恤,3,256,3,4,49,64,60,2023年8月8日,星期二
796,深圳,线下,男,45-49,袜子,1,20,1,1,9,20,11,2023年8月8日,星期二
796,深圳,线下,女,30-34,袜子,1,19,1,1,9,19,10,2023年8月8日,星期二
796,深圳,线下,女,30-34,T恤,1,59,1,1,49,59,10,2023年8月12日,星期六
796,深圳,线下,男,30-34,短裤,1,33,1,1,19,33,14,2023年8月12日,星期六
796,深圳,线下,女,35-39,牛仔裤,2,78,2,2,69,39,-60,2023年8月12日,星期六
796,深圳,线下,女,35-39,牛仔裤,1,59,1,1,69,59,-10,2023年8月12日,星期六
796,深圳,线下,女,30-34,T恤,1,99,1,1,49,99,50,2023年8月13日,星期日
796,深圳,线下,女,30-34,T恤,1,99,1,1,49,99,50,2023年8月14日,星期一
796,深圳,线下,女,40-44,袜子,2,158,2,2,9,79,140,2023年8月18日,星期五
796,深圳,线下,男,25-29,T恤,1,58,1,1,49,58,9,2023年8月18日,星期五
796,深圳,线下,女,40-44,当季新品,2,118,2,2,59,59,0,2023年8月18日,星期五
796,深圳,线下,男,30-34,袜子,1,20,1,1,9,20,11,2023年8月18日,星期五
796,深圳,线下,女,40-44,运动,2,78,2,2,49,39,-20,2023年8月19日,星期六
796,深圳,线下,女,30-34,当季新品,1,79,1,1,59,79,20,2023年8月19日,星期六
796,深圳,线下,男,30-34,牛仔裤,1,79,1,1,69,79,10,2023年8月20日,星期日
796,深圳,线下,男,30-34,T恤,1,237,2,3,49,79,90,2023年8月21日,星期一
796,深圳,线下,女,30-34,袜子,1,26,1,1,9,26,17,2023年8月21日,星期一
796,深圳,线下,女,40-44,T恤,1,39,1,1,49,39,-10,2023年8月26日,星期六
796,深圳,线下,女,55-59,短裤,1,40,1,1,19,40,21,2023年8月27日,星期日
796,深圳,线下,女,30-34,配件,2,138,2,2,29,69,80,2023年8月28日,星期一
796,深圳,线下,女,40-44,毛衣,1,199,1,1,99,199,100,2023年8月28日,星期一
796,深圳,线下,女,25-29,牛仔裤,3,547,3,3,69,182,340,2023年8月29日,星期二
796,深圳,线下,男,40-44,配件,1,99,1,1,29,99,70,2023年8月29日,星期二
796,深圳,线下,女,20-24,T恤,1,79,1,1,49,79,30,2023年8月4日,星期五
796,深圳,线下,女,45-49,T恤,1,118,1,2,49,59,20,2023年8月7日,星期一
796,深圳,线下,女,35-39,T恤,2,237,2,3,49,79,90,2023年8月12日,星期六
796,深圳,线下,女,35-39,毛衣,3,547,3,3,99,182,250,2023年8月13日,星期日
796,深圳,线下,男,25-29,袜子,1,25,1,1,9,25,16,2023年8月20日,星期日
796,深圳,线下,女,25-29,当季新品,1,59,1,1,59,59,0,2023年8月21日,星期一
796,深圳,线下,女,35-39,T恤,2,113,2,2,49,57,15,2023年8月26日,星期六
796,深圳,线下,女,50-54,当季新品,1,79,1,1,59,79,20,2023年8月27日,星期日
796,深圳,线下,男,35-39,T恤,1,99,1,1,49,99,50,2023年8月29日,星期二
796,深圳,线下,女,35-39,裙子,1,79,1,1,59,79,20,2023年8月8日,星期二
796,深圳,线下,女,35-39,袜子,1,19,1,1,9,19,10,2023年8月12日,星期六
796,深圳,线下,女,45-49,配件,1,59,1,1,29,59,30,2023年8月13日,星期日
796,深圳,线下,女,35-39,短裤,1,65,1,2,19,33,27,2023年8月14日,星期一
796,深圳,线下,男,20-24,T恤,1,1613.17,4,22,49,73,535.17,2023年8月14日,星期一
796,深圳,线下,女,35-39,T恤,1,59,1,1,49,59,10,2023年8月19日,星期六
796,深圳,线下,男,30-34,毛衣,1,199,1,1,99,199,100,2023年8月21日,星期一
796,深圳,线下,男,30-34,毛衣,1,249,1,1,99,249,150,2023年8月25日,星期五
796,深圳,线下,男,30-34,T恤,1,79,1,1,49,79,30,2023年8月25日,星期五
796,深圳,线下,女,35-39,T恤,1,99,1,1,49,99,50,2023年8月5日,星期六
796,深圳,线下,女,>=60,袜子,1,19,1,1,9,19,10,2023年8月7日,星期一
796,深圳,线下,女,30-34,牛仔裤,4,537.64,4,4,69,134,261.64,2023年8月11日,星期五
796,深圳,线下,女,>=60,牛仔裤,1,59,1,1,69,59,-10,2023年8月11日,星期五
796,深圳,线下,女,45-49,配件,1,99,1,1,29,99,70,2023年8月12日,星期六
796,深圳,线下,女,25-29,牛仔裤,1,39,1,1,69,39,-30,2023年8月13日,星期日
796,深圳,线下,女,30-34,T恤,2,118,2,2,49,59,20,2023年8月14日,星期一
796,深圳,线下,男,35-39,T恤,1,99,1,1,49,99,50,2023年8月18日,星期五
796,深圳,线下,女,20-24,当季新品,1,199,1,1,59,199,140,2023年8月18日,星期五
796,深圳,线下,女,30-34,裙子,1,94.82,1,1,59,95,35.82,2023年8月22日,星期二
796,深圳,线下,男,40-44,短裤,1,39,1,1,19,39,20,2023年8月25日,星期五
796,深圳,线下,男,>=60,T恤,1,99,1,1,49,99,50,2023年8月25日,星期五
796,深圳,线下,女,55-59,T恤,1,99,1,1,49,99,50,2023年8月28日,星期一
796,深圳,线下,女,25-29,配件,2,198,2,2,29,99,140,2023年8月28日,星期一
796,深圳,线下,女,25-29,T恤,1,79,1,1,49,79,30,2023年8月4日,星期五
796,深圳,线下,女,35-39,T恤,2,277,2,3,49,92,130,2023年8月11日,星期五
796,深圳,线下,女,40-44,T恤,1,79,1,1,49,79,30,2023年8月12日,星期六
796,深圳,线下,男,40-44,T恤,1,39,1,1,49,39,-10,2023年8月12日,星期六
796,深圳,线下,女,20-24,T恤,2,178,2,2,49,89,80,2023年8月13日,星期日
796,深圳,线下,女,30-34,袜子,2,158,2,2,9,79,140,2023年8月14日,星期一
796,深圳,线下,女,25-29,袜子,1,49,1,1,9,49,40,2023年8月19日,星期六
796,深圳,线下,女,55-59,T恤,1,99,1,1,49,99,50,2023年8月21日,星期一
796,深圳,线下,女,20-24,袜子,1,79,1,1,9,79,70,2023年8月26日,星期六
796,深圳,线下,男,>=60,裙子,1,79,1,1,59,79,20,2023年8月28日,星期一
796,深圳,线下,女,20-24,T恤,1,69.3,1,1,49,69,20.3,2023年8月29日,星期二
796,深圳,线下,女,>=60,配件,1,59,1,1,29,59,30,2023年8月29日,星期二
796,深圳,线下,女,40-44,T恤,1,99,1,1,49,99,50,2023年8月12日,星期六
796,深圳,线下,男,30-34,当季新品,1,79,1,1,59,79,20,2023年8月20日,星期日
796,深圳,线下,男,35-39,短裤,1,39,1,1,19,39,20,2023年8月22日,星期二
796,深圳,线下,女,45-49,运动,1,66,1,2,49,33,-32,2023年8月22日,星期二
796,深圳,线下,女,25-29,牛仔裤,1,174,2,3,69,58,-33,2023年8月26日,星期六
796,深圳,线下,女,20-24,T恤,1,99,1,1,49,99,50,2023年8月1日,星期二
796,深圳,线下,男,25-29,短裤,1,33,1,1,19,33,14,2023年8月1日,星期二
796,深圳,线下,女,40-44,配件,1,99,1,1,29,99,70,2023年8月6日,星期日
796,深圳,线下,女,30-34,配件,1,99,1,1,29,99,70,2023年8月8日,星期二
796,深圳,线下,女,30-34,袜子,2,54,2,2,9,27,36,2023年8月12日,星期六
796,深圳,线下,女,40-44,牛仔裤,1,29,1,1,69,29,-40,2023年8月18日,星期五
796,深圳,线下,女,40-44,当季新品,1,126,1,1,59,126,67,2023年8月18日,星期五
796,深圳,线下,男,20-24,配件,1,111,1,2,29,56,53,2023年8月19日,星期六
796,深圳,线下,女,30-34,当季新品,2,112,2,2,59,56,-6,2023年8月19日,星期六
796,深圳,线下,女,40-44,T恤,2,158,2,2,49,79,60,2023年8月21日,星期一
796,深圳,线下,男,30-34,袜子,1,79,1,1,9,79,70,2023年8月22日,星期二
796,深圳,线下,女,40-44,当季新品,1,79,1,1,59,79,20,2023年8月22日,星期二
796,深圳,线下,男,50-54,当季新品,1,58,1,1,59,58,-1,2023年8月22日,星期二
796,深圳,线下,男,30-34,T恤,1,79,1,1,49,79,30,2023年8月28日,星期一
796,深圳,线下,女,45-49,T恤,2,158,2,2,49,79,60,2023年8月4日,星期五
796,深圳,线下,女,<20,T恤,1,99,1,1,49,99,50,2023年8月5日,星期六
796,深圳,线下,男,35-39,袜子,3,72,3,3,9,24,45,2023年8月8日,星期二
796,深圳,线下,女,30-34,T恤,2,198,2,2,49,99,100,2023年8月8日,星期二
796,深圳,线下,女,20-24,运动,1,39,1,1,49,39,-10,2023年8月8日,星期二
796,深圳,线下,男,>=60,T恤,1,79,1,1,49,79,30,2023年8月12日,星期六
796,深圳,线下,女,30-34,T恤,4,274,4,6,49,46,-20,2023年8月12日,星期六
796,深圳,线下,男,30-34,袜子,1,52,1,2,9,26,34,2023年8月18日,星期五
796,深圳,线下,男,35-39,配件,1,99,1,1,29,99,70,2023年8月18日,星期五
796,深圳,线下,女,30-34,当季新品,2,136,2,2,59,68,18,2023年8月18日,星期五
796,深圳,线下,女,30-34,袜子,1,79,1,1,9,79,70,2023年8月19日,星期六
796,深圳,线下,男,25-29,当季新品,1,149,1,1,59,149,90,2023年8月20日,星期日
796,深圳,线下,男,30-34,牛仔裤,1,39,1,1,69,39,-30,2023年8月21日,星期一
796,深圳,线下,女,25-29,短裤,1,99,1,3,19,33,42,2023年8月21日,星期一
796,深圳,线下,女,55-59,运动,2,293,3,3,49,98,146,2023年8月22日,星期二
796,深圳,线下,女,25-29,短裤,1,39,1,1,19,39,20,2023年8月22日,星期二
796,深圳,线下,男,>=60,毛衣,3,747,3,3,99,249,450,2023年8月27日,星期日
796,深圳,线下,女,40-44,当季新品,2,98,2,2,59,49,-20,2023年8月27日,星期日
796,深圳,线下,女,40-44,毛衣,1,149,1,1,99,149,50,2023年8月28日,星期一
796,深圳,线下,男,25-29,T恤,1,79,1,1,49,79,30,2023年8月29日,星期二
796,深圳,线下,女,30-34,T恤,2,158,2,2,49,79,60,2023年8月1日,星期二
796,深圳,线下,男,>=60,短裤,1,40,1,1,19,40,21,2023年8月6日,星期日
796,深圳,线下,男,>=60,运动,1,39,1,1,49,39,-10,2023年8月7日,星期一
796,深圳,线下,男,35-39,短裤,1,40,1,1,19,40,21,2023年8月7日,星期一
796,深圳,线下,女,20-24,T恤,1,37,1,1,49,37,-12,2023年8月8日,星期二
796,深圳,线下,女,45-49,配件,1,79,1,1,29,79,50,2023年8月11日,星期五
796,深圳,线下,女,<20,T恤,1,99,1,1,49,99,50,2023年8月13日,星期日
796,深圳,线下,女,35-39,袜子,1,39,1,1,9,39,30,2023年8月14日,星期一
796,深圳,线下,女,25-29,袜子,1,39,1,1,9,39,30,2023年8月14日,星期一
796,深圳,线下,女,30-34,T恤,2,158,2,2,49,79,60,2023年8月14日,星期一
796,深圳,线下,女,25-29,T恤,3,297,3,3,49,99,150,2023年8月15日,星期二
796,深圳,线下,女,35-39,当季新品,29,5122,30,31,59,165,3293,2023年8月18日,星期五
796,深圳,线下,男,25-29,T恤,1,237,2,3,49,79,90,2023年8月20日,星期日
,,,,,,,,,,,,,,
796,深圳,线下,男,35-39,运动,1,33,1,1,49,33,-16,2023年8月25日,星期五
796,深圳,线下,女,25-29,T恤,1,78,1,2,49,39,-20,2023年8月25日,星期五
796,深圳,线下,男,25-29,毛衣,1,99,1,1,99,99,0,2023年8月25日,星期五
,,,,,,,,,,,,,,
796,深圳,线下,女,25-29,当季新品,4,498,4,6,59,83,144,2023年8月28日,星期一
796,深圳,线下,女,35-39,袜子,1,26,1,1,9,26,17,2023年8月1日,星期二
796,深圳,线下,女,55-59,牛仔裤,1,39,1,1,69,39,-30,2023年8月1日,星期二
796,深圳,线下,男,30-34,运动,1,39,1,1,49,39,-10,2023年8月5日,星期六
796,深圳,线下,男,25-29,袜子,2,54,2,2,9,27,36,2023年8月6日,星期日
796,深圳,线下,女,40-44,短裤,1,33,1,1,19,33,14,2023年8月7日,星期一
796,深圳,线下,女,35-39,T恤,1,79,1,1,49,79,30,2023年8月7日,星期一
796,深圳,线下,女,40-44,牛仔裤,1,39,1,1,69,39,-30,2023年8月7日,星期一
796,深圳,线下,女,>=60,配件,1,99,1,1,29,99,70,2023年8月7日,星期一
796,深圳,线下,女,30-34,T恤,1,79,1,1,49,79,30,2023年8月8日,星期二
796,深圳,线下,女,40-44,T恤,1,79,1,1,49,79,30,2023年8月11日,星期五
796,深圳,线下,女,30-34,T恤,4,396,4,4,49,99,200,2023年8月12日,星期六
796,深圳,线下,女,35-39,牛仔裤,1,39,1,1,69,39,-30,2023年8月12日,星期六
796,深圳,线下,男,20-24,T恤,1,99,1,1,49,99,50,2023年8月13日,星期日
796,深圳,线下,男,35-39,T恤,1,79,1,1,49,79,30,2023年8月18日,星期五
796,深圳,线下,女,25-29,T恤,2,258,2,2,49,129,160,2023年8月19日,星期六
796,深圳,线下,女,40-44,T恤,1,59,1,1,49,59,10,2023年8月20日,星期日
796,深圳,线下,男,35-39,当季新品,2,229,2,3,59,76,52,2023年8月20日,星期日
796,深圳,线下,女,55-59,运动,1,99,1,1,49,99,50,2023年8月21日,星期一
796,深圳,线下,男,>=60,T恤,2,198,2,2,49,99,100,2023年8月29日,星期二
796,深圳,线下,女,>=60,T恤,1,59,1,1,49,59,10,2023年8月29日,星期二
796,深圳,线下,女,40-44,T恤,2,527,2,3,49,176,380,2023年8月29日,星期二
796,深圳,线下,女,35-39,当季新品,1,118,1,2,59,59,0,2023年8月1日,星期二
796,深圳,线下,男,25-29,T恤,1,79,1,1,49,79,30,2023年8月5日,星期六
796,深圳,线下,女,45-49,T恤,1,99,1,1,49,99,50,2023年8月6日,星期日
796,深圳,线下,女,>=60,T恤,1,149,1,1,49,149,100,2023年8月8日,星期二
796,深圳,线下,女,50-54,T恤,1,79,1,1,49,79,30,2023年8月8日,星期二
